0.331685,0.39897,0.552806,0.49559,0.320799,2
0.40799,0.578953,0.703361,0.261202,0.320799,1
0.353372,0.327444,0.795071,0.538048,0.413518,2
0.404949,0.707219,0.540971,0.563756,0.240721,2
0.798757,0.295238,0.635573,0.293662,0.288019,1
0.34549,0.336616,0.597258,0.541403,0.571787,2
0.357906,0.404869,0.881033,0.217469,0.238187,1
0.409089,0.381425,0.718397,0.529684,0.417025,1
0.313352,0.347264,0.414201,0.450327,0.538859,2
0.399558,0.634364,0.256937,0.310573,0.29298,1
0.716002,0.360983,0.397169,0.379578,0.309338,1
0.310838,0.323282,0.429003,0.54679,0.320799,2
0.474961,0.667124,0.272294,0.684528,0.249354,2
0.390523,0.350243,0.701834,0.638568,0.72154,2
0.334444,0.301865,0.650517,0.749537,0.854769,2
0.761705,0.334869,0.419545,0.342625,0.343072,1
0.328468,0.385196,0.495175,0.840575,0.124351,2
0.376268,0.424379,0.819304,0.610454,0.568741,2
0.304156,0.282482,0.433245,0.228389,0.854449,1
0.858791,0.35276,0.418143,0.556351,0.270602,1
0.324475,0.307206,0.552551,0.917157,0.109605,1
0.44531,0.568003,0.297761,0.402933,0.289396,1
0.400416,0.732479,0.250809,0.293169,0.276905,1
0.468739,0.554129,0.312572,0.334802,0.345772,1
0.373915,0.697038,0.245974,0.690744,0.199397,1
0.534616,0.501048,0.457731,0.721981,0.214803,1
0.252679,0.353634,0.634579,0.182268,0.187958,1
0.389667,0.414987,0.711422,0.51837,0.23846,2
0.389243,0.027658,0.694228,0.222814,0.242048,1
0.34617,0.44762,0.534075,0.605241,0.492803,2
0.37803,0.618716,0.28725,0.323409,0.298786,1
0.444846,0.620956,0.272856,0.435261,0.267022,1
0.311539,0.336629,0.610234,0.612473,0.209372,1
0.670066,0.309506,0.392659,0.386959,0.282062,1
0.388756,0.619037,0.2699,0.437669,0.256112,1
0.457923,0.636088,0.601268,0.442553,0.276837,2
0.635286,0.578872,0.486849,0.317984,0.295404,1
0.338614,0.417522,0.921841,0.17283,0.320799,1
0.348904,0.355349,0.486356,0.786858,0.077998,2
0.89713,0.329592,0.416644,0.496498,0.280596,1
0.484871,0.290657,0.609749,0.82137,0.581772,2
0.326051,0.350912,0.638468,0.728952,0.172681,1
0.35282,0.421741,0.638617,0.610411,0.49263,2
0.367278,0.401053,0.611069,0.555091,0.849523,2
0.317788,0.290824,0.455945,0.178515,0.320799,1
0.332646,0.323797,0.536329,0.802929,0.320799,2
0.389638,0.742896,0.27662,0.308017,0.367544,1
0.361045,0.342995,0.666514,0.809229,0.320799,2
0.420227,0.835388,0.266189,0.296182,0.391699,1
0.363544,0.370206,0.701452,0.588505,0.320799,2
0.669195,0.48166,0.289873,0.331342,0.299562,1
0.373597,0.543616,0.28502,0.323109,0.29552,1
0.492167,0.651719,0.623189,0.302425,0.288665,2
0.469646,0.376441,0.577405,0.600215,0.437912,2
0.443751,0.27735,0.845237,0.207348,0.216937,2
0.326368,0.310387,0.513244,0.506197,0.510252,2
0.4083,0.502328,0.296408,0.402138,0.288646,1
0.355285,0.712361,0.286644,0.316699,0.363008,1
0.347407,0.409377,0.865287,0.217028,0.440218,2
0.358971,0.530782,0.814439,0.213282,0.320799,1
0.553629,0.683848,0.268172,0.448662,0.414305,1
0.33622,0.437108,0.989863,0.194046,0.219864,1
0.327988,0.369142,0.542248,0.666642,0.320799,2
0.732725,0.190231,0.404492,0.401412,0.297097,1
0.355552,0.561442,0.884388,0.219565,0.254016,1
0.33299,0.503567,0.641476,0.521138,0.215321,1
0.318076,0.402843,0.540136,0.604948,0.320799,2
0.545207,0.530089,0.459481,0.42306,0.275802,1
0.518083,0.644875,0.619671,0.285099,0.288678,2
0.726405,0.395528,0.452588,0.56998,0.430504,1
0.358718,0.618527,0.699552,0.526428,0.234001,1
0.33432,0.555272,0.277537,0.444828,0.285523,1
0.279181,0.17493,0.489136,0.223373,0.320799,2
0.340877,0.35554,0.549209,0.62018,0.320799,2
0.389224,0.46779,0.744962,0.247825,0.269223,1
0.440386,0.46589,0.779416,0.235173,0.254983,2
0.339432,0.458004,0.821828,0.199387,0.320799,1
0.322421,0.357764,0.468391,0.43883,0.545723,2
0.375401,0.495963,0.859825,0.201782,0.421339,2
0.363591,0.361651,0.784883,0.549143,0.208199,2
0.33129,0.319794,0.572887,0.608193,0.320799,2
0.366639,0.375486,0.607865,0.742502,0.196975,1
0.443134,0.529577,0.669646,0.240797,0.268988,2
0.342255,0.375292,0.571862,0.604327,0.233635,2
0.267867,0.482321,0.709002,0.177673,0.320799,1
0.25452,0.133601,0.204091,0.147393,0.21923,2
0.372358,0.708118,0.538966,0.467837,0.381352,1
0.318178,0.371005,0.44175,0.511333,0.087528,1
0.392748,0.447136,0.743544,0.764024,0.19181,2
0.342892,0.390438,0.518514,0.885008,0.117416,2
0.340855,0.445329,0.914248,0.164162,0.227864,1
0.548127,0.547728,0.495532,0.567628,0.497292,1
0.322501,0.324877,0.46728,0.645249,0.320799,2
0.608938,0.394877,0.430459,0.402981,0.286657,1
0.364436,0.302523,0.548725,0.610152,0.514482,1
0.330921,0.464268,0.706641,0.244546,0.263483,1
0.312892,0.330372,0.510602,0.076993,0.320799,2
0.515665,0.441944,0.320116,0.384638,0.34452,1
0.36224,0.119156,0.776457,0.201514,0.528758,2
0.396659,0.359225,0.675624,0.26978,0.409919,2
0.374772,0.67432,0.557651,0.286717,0.27763,1
0.366472,0.372172,0.622257,0.761029,0.168874,1
0.352029,0.448737,0.818457,0.572615,0.595652,2
0.763381,0.319119,0.339826,0.377326,0.310626,1
0.397874,0.447378,0.583562,0.63661,0.213215,2
0.41321,0.635017,0.496352,0.450145,0.223224,1
