0,0.235294117647059,0.376470588235294,0,0,0,0,0,0,0.237623762376238,0,0.148914167528438,0,0,0,0,0,0,0.0256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071267432321575,0,0.01068415542829,0,0,0.004663640490241,0.010612735282339,0.011174242424242,0
0.019823788546256,0,0.052941176470588,0,0.036,0.01530612244898,0,0.016201620162016,0.017110266159696,0,0,0.084798345398139,0,0.036,0,0,0,0,0.1072,0,0.304230423042304,0,0.06605504587156,0.0072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012605042016807,0,0,0,0.003420752565564,0.004716981132075,0.007351139426611,0.007574358026972,0.004997501249375,0.001512935599375,0.002515660463005,0.006808169803765,0.033270202020202,1
0,0.01750700280112,0.023529411764706,0,0.037,0,0,0.010801080108011,0,0.02035203520352,0.095785440613027,0.038262668045502,0.021621621621622,0,0,0,0.016806722689076,0,0.019733333333333,0,0.010801080108011,0,0.022018348623853,0,0.120499279884782,0,0,0,0,0.042517006802721,0,0,0.006600660066007,0,0,0,0.017416545718433,0,0,0,0,0,0,0,0,0,0,0,0.003648802736602,0.00512715340443,0,0.001539503664019,0,0,0.001283704039946,0.002402883460152,0.023106060606061,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453514739229025,0,0,0,0,0,0.100375638894021,0,0,0,0,0.000252525252525,0
0,0,0,0,0.131,0,0.180192572214581,0.117911791179118,0.249049429657795,0.072057205720572,0,0,0,0,0,0,0.183473389355742,0,0.069866666666667,0.072057205720572,0.354635463546355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003602438573804,0.019490254872564,0,0.04312301407172,0.018522226672006,0.018308080808081,1
0,0,0.26078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146314631463146,0,0,0,0,0,0,0.127700432069131,0.079831932773109,0,0.146314631463146,0,0.226190476190476,0.1064,0,0,0,0.0665,0.17295188556567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029532403609516,0,0.004433770552374,0,0,0.000778029959147,0.000901081297557,0.00239898989899,0
0,0,0.1,0,0,0.086734693877551,0,0,0,0,0,0,0.091891891891892,0,0,0.0255,0,0,0.054933333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002678736375393,0,0,0.000197911938266,0.000500600720865,0.00239898989899,0
0.140969162995595,0,0.125490196078431,0,0.193,0,0,0,0,0,0,0.133402275077559,0,0,0,0.0645,0.089635854341737,0,0.102933333333333,0,0.232223222322232,0,0.11743119266055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014225013855533,0.061635848742296,0,0.001307308216069,0.002102523027633,0.007638888888889,1
0,0.026610644257703,0.149019607843137,0,0.038,0,0.026134800550206,0,0,0.031353135313531,0.0727969348659,0,0.034234234234234,0,0.043083900226757,0.0095,0,0.104510451045105,0.010133333333333,0.01045104510451,0.085508550855086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039915966386555,0,0,0,0,0,0,0,0,0,0,0,0.019459326313197,0.004997501249375,0.004538806798124,0.005255560599183,0.013115738886664,0.05479797979798,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035733333333333,0,0.121512151215122,0,0,0,0.032165146423428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008921246923708,0,0,0.014492753623188,0.004387513238186,0.002932364956877,0.002302763315979,0.006881313131313,0
